paper_id,title,file_name,category,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate,needs_manual_check,title_needs_cleanup
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,excerpt,general,"Polyacrylonitrile harvesting due to their advantages over inorganic piezoelectric materials, such as high flexibility, good pro- Piezoelectric polymer cessability, and the possibility of a large area as well as curved surface preparation. However, the difficulty of",line 14,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,excerpt,general,"Piezoelectric polymer cessability, and the possibility of a large area as well as curved surface preparation. However, the difficulty of Structure",line 15,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,excerpt,general,"working at high temperatures is a huge challenge for polymeric piezoelectric materials. Therefore, researchers High performance",line 17,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,excerpt,general,have not stopped their quest to develop new piezoelectric polymer materials with higher performance. This High temperature resistant,line 19,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,performance_data,measurement,Dielectric constant: 0.5,text extraction,,performance,medium,standard,TRUE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"The
For a long time, there is a big challenging for designing a polymer significant topics about the relationships of three levels microstructure
piezoelectric material working at high temperature condition (e.g >200 and the piezoelectrical performance of PAN are discussed in detail ac-
℃) due to it",Figure 1,,Figure 1,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"Key concepts of PAN piezoelectric polymerization [30].
3
J. Tao et al. N a n o E n e r g y 118(2023)108987
piezoelectric materials, which still remain challenges for tail-making. 3.1. Fabrication techniques of PAN
Despite the high dipole moment of the cyanide group on the PAN
macromolecule, its piez",Figure 2,,Figure 2,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"Combing with other substances. (a)Piezoelectric ceramics (i) Typical device structure of PBNF (PAN with BaTiO3 nanofiber) nanogenerator. (ii) Δθ(2θ-17)
values of different types of PAN/BaTiO3 nanofiber membranes based on XRD. (iii) The voltage outputs of PAN nanofiber membranes with different conten",Figure 4,,Figure 4,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"The significant bands in FTIR and XRD spectra for PAN with different piezoelectric materials. (a) FTIR spectra of the PAN with BaTiO3 nanofiber, (b) XRD
patterns of BaTiO3 powder, PAN and different types of PAN/BaTiO3 nanofiber membranes. Reproduced with permission from ref [34]. Copyright 2021, Els",Figure 5,,Figure 5,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"(a) Maximum working temperature of different polymer piezoelectric materials (b) Piezoelectric/dielectric properties of polymer piezoelectric materials at
different temperatures [20,27,73,112–122].
temperature and also high room temperature piezoelectric property. the piezoelectric or dielectric pro",Figure 6,,Figure 6,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"Key points of PAN high temperature piezoelectric performance. (a)chemical reactions involved in the heat treatment of the PAN membranes (b) digital photos
showing the appearance of the PAN membranes prepared in different temperature step (c) voltage outputs for the PAN membranes treated under differ",Figure 7,,Figure 7,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"In summary, polymer structure modification has been recognized as
the most effective strategy for preparing high temperature piezoelectric
polymer materials in the range of 200–550℃ and mixing PAN with",Figure 9,,Figure 9,medium,standard,FALSE,TRUE,TRUE
P113,NanoEnergy118(2023)108987,P113_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2023,low,partial,figure_caption,measurement,"Preparation conditions of PAN in different applications, major performance tests, and cycles (a) schematic illustration of device structure and energy
conversion tests, (b) circuit for charging a capacitor and lighting a LED, (c) long term working stability of nanofiber device, Reproduced with permi",Figure 9,,Figure 9,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,Piezoelectric polymeric scaffold materials as biomechanical cellular stimuli to enhance tissue regeneration,line 5,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"Keywords: Electric fields induced by piezoelectric biological materials in humans direct tissue development, repair and Piezoelectricity regeneration. Scaffold-based tissue engineering therapies can significantly alter the inherent signaling pathways",line 11,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"Piezoelectricity regeneration. Scaffold-based tissue engineering therapies can significantly alter the inherent signaling pathways Scaffolds controlled by cells, extracellular matrix (ECM) and transmitted through electrical synapses. As a result, there is a",line 12,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"Scaffolds controlled by cells, extracellular matrix (ECM) and transmitted through electrical synapses. As a result, there is a Tissue regeneration",line 13,1,scaffold,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"gradable piezoelectric polymers for skin, skeletal and nerve tissue engineering. We correlate the piezoelectric properties of scaffolds to in vitro and in vivo biological outcomes. In particular, EFs induced by piezoelectric",line 19,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"properties of scaffolds to in vitro and in vivo biological outcomes. In particular, EFs induced by piezoelectric materials can lead to (1) enhanced bone formation in bone repair via activation of signaling cascades responsible",line 20,1,piezoelectric,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"Challenges in tissue regeneration after a wound and resting membrane potential of major cells.
2
N. Goonoo and A. Bhaw-Luximon M a t e r i a ls T o d a y C o m m u n i c a t i o n s 31(2022)103491
proliferation [23]. Application of electric signals increases cellular up- reach gap junctions. Consequ",Figure 1,,Figure 1,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"Chemical structures of (A) α-and (B) β- and (C) γ- phases of PVDF.
particular region changes the local dipole distributions and induces an are available to fabricate piezoelectric polymer-based scaffolds for bone
electric field. tissue engineering (BTE) applications, such as compression molding,
It ",Figure 3,,Figure 3,medium,standard,FALSE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"(A) Bone repair process and (B) Signaling pathways influenced by piezoelectric materials during bone healing.
8
N. Goonoo and A. Bhaw-Luximon M a t e r i a ls T o d a y C o m m u n i c a t i o n s 31(2022)103491
shear piezoelectricity of PLLA depended strongly on the product of Table 4
crystallinity",Figure 5,,Figure 5,medium,standard,TRUE,TRUE,TRUE
P115,MaterialsTodayCommunications31(2022)103491,P115_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"(A) Reduced astrocytic reaction and robust axon regrowth. Immunohistochemical labeling of sections through the spinal cord lesion site for astrocytes (GFAP,
green), axons (either NF [SMI31–32], red, for neurofilaments; or Tuj1 for betaIII-tubulin, red), and cell nuclei (Dapi, blue), 4 weeks after le",Figure 7,,Figure 7,medium,standard,FALSE,TRUE,TRUE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,abstract,finding,"ARTICLEHISTORY
Piezoelectricmaterialscandirectlytransduceelectricalandmechanicalenergy,makingthem Received15April2020
attractive for applications such as sensors, actuators and energy harvesting devices. While Accepted7April2021
often associated with ceramic materials, piezoelectric behaviour is also observed in many
polymers. The flexibility, ease of processing and biocompatibility of piezoelectric polymers KEYWORDS
Piezoelectricpolymer;
meanthattheyareoftenpreferableforcertainapplications,desp",abstract section,1,abstract,high,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,conclusion,method,"from this discussion is
independent piezoelectric coefficients, researchers
that removing the centre of symmetry from any
working on each polymer tend to discuss only one
givenpolymersample–beitamorphousorsemi-crys-
coefficient. Typical values for these coefficients are
talline–requiressomedegreeofprocessing.Thispro-
given in Figure 2. Some general sample preparation
cessingwillrestrictthesymmetryofthefinalmaterial.
conditions are also presented, although as we will
Thecombinationoftheprocessing",conclusion section,end,conclusion,high,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,general,"Piezoelectric polymers: theory, challenges and opportunities",line 3,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,general,"To cite this article: Michael Smith & Sohini Kar-Narayan (2022) Piezoelectric polymers: theory, challenges and opportunities, International Materials Reviews, 67:1, 65-88, DOI:",line 6,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,general,"Piezoelectric polymers: theory, challenges and opportunities Michael Smith and Sohini Kar-Narayan",line 24,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,general,"Piezoelectricmaterialscandirectlytransduceelectricalandmechanicalenergy,makingthem Received15April2020 attractive for applications such as sensors, actuators and energy harvesting devices. While Accepted7April2021",line 28,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,finding,"often associated with ceramic materials, piezoelectric behaviour is also observed in many polymers. The flexibility, ease of processing and biocompatibility of piezoelectric polymers KEYWORDS",line 30,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,excerpt,general,"polymers. The flexibility, ease of processing and biocompatibility of piezoelectric polymers KEYWORDS Piezoelectricpolymer;",line 31,1,piezoelectric,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,figure_caption,measurement,"polymer poly(vinylidene fluoride) (PVDF) [25]. The Terms in Equations (1) and (2) that include the
piezoelectriccoefficientswereatleastanorderofmag- stress T or strain S can be simplified to give the
reduced constitutive equations
nitude larger than anything previously observed in
polymers.Moreover,",Figure 1,,Figure 1,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,figure_caption,measurement,"(a)Aschematicrepresentationofpolymercrystallisationasaresultofannealing.Notehowthatevenaftercrystallisa-
tion,thepolymerremainsisotropicandhencecrystallisationinitselfisoftennotsufficienttoremoveacentreofsymmetry.(b)The
influenceofpolymercrystallinefractiononthepiezoelectriccoefficientofPLLA.Datarep",Figure 3,,Figure 3,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,figure_caption,measurement,"(a) (i)A schematicofan un-poledferroelectric material.Thearrowsrepresent dipolemoments. (ii)Poling ofaferro-
electric material through the use of attached surface electrodes. (iii) Corona poling of a ferroelectric material. This method
doesnotrequireelectrodestobeattachedtothematerial.(b)Theinfluenc",Figure 5,,Figure 5,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,figure_caption,measurement,"(a)Thepiezoelectriccoefficientd ofaPZT/PVDF0–3compositeasafunctionofPZTcontent.Allsampleswereelec-
33
trically poled for 30min at 110°C using a field of 10kVmm−1. Data reproduced with permission from reference [94] . (b) The
influence ofmulti-wallcarbon nanotube(MWCNT) content on theβ-phasecontentof",Figure 6,,Figure 6,medium,standard,FALSE,FALSE,FALSE
P116,International Materials Reviews,P116_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2021,low,good,figure_caption,measurement,"(a)(i)Aschematicoftheelectrospinningprocess.Figurereproducedwithpermissionfromreference[121].(ii)Typical
polymernanofibresproducedviaelectrospinning.Imagereproducedfromreference[122]undertheCreativeCommonsCCBY
license.(b)(i)AsolutiontemplatewettingprocesstoproducePLLAnanowires,showninpart(ii).Figure",Figure 8,,Figure 8,medium,standard,FALSE,FALSE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"thoseoftriboelectricandpiezoelectricdevices. theapplicationofapressuregradientcreates aninitialioniccurrent,drivenbytheinternal",line 22,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,ments were conducted in poly(vinylidene fluoride-co-hexafluoropropylene)(PVDF-HFP),line 136,4,poly(vinylidene,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,fluoride-co-hexafluoropropylene)(PVDF-HFP) solidpolymerelectrolyteswollenwith0.1to,line 137,4,pvdf,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"Fig.2.Piezoionicmechanismsandelectricalresponses.(A)Schematicof thePVDF-HFPsolidpolymerelectrolytes(blue)andbulkLiTFSI/PCsolution apolymergelunderindentation,exhibitingdifferentialionicdisplacementand (green)asafunctionofconcentration,showingthatthepolymerelectrolyteis",line 209,6,pvdf,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"intheundeformedportionofthegel.Inthiscase,apreferentialdisplacement (H)Peakvoltagesgeneratedby0.1-Hz,5%sinusoidalcompressivestraininPVDF- ofthecationsoveranionsresultsinanegativevoltagereading.(B)Poly(acrylic HFPsolidpolymerelectrolyteswithPC/LiTFSIatvaryingconcentrations,showinga",line 215,6,pvdf,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,excerpt,general,"ing.Peakpowertransferoccurswhenanexter- parisonwithstretchablepiezoelectricand reduced, because the poroelastic time con- nalresistorof500ohmsisemployed(Fig.2K), triboelectricdevices(3,9),piezoionicvoltage stant(eq.S15)isproportionaltothesquare",line 287,8,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"Schematicrepresentationcomparingbiologicalsensorytransductionandpiezoionics,and
shiftinthepiezoionicvoltage.Theamplitude conceptualdepictionofapiezoionicsensingdeviceasaniontronicneuroprosthetic.(A)Mechanoreceptors
andsignofthesensorresponsetoasinusoidal haveanchorsthatattachthemembranetotheextracel",Figure 1,,Figure 1,medium,standard,FALSE,TRUE,FALSE
P122,"HYDROGELS byweight,blackcurve)producingafasterrise",P122_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2022,low,partial,figure_caption,measurement,"Piezoionicmechanismsandelectricalresponses.(A)Schematicof thePVDF-HFPsolidpolymerelectrolytes(blue)andbulkLiTFSI/PCsolution
apolymergelunderindentation,exhibitingdifferentialionicdisplacementand (green)asafunctionofconcentration,showingthatthepolymerelectrolyteis
field,withsmallerredcationsbeingcarr",Figure 2,,Figure 2,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,Piezoelectric Nanomaterial-Mediated Physical Signals Regulate Cell Differentiation for Regenerative Medicine,line 3,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,"Regulate Cell Differentiation for Regenerative Medicine He Li, Xueting Pan, Tianyun Wang, Zhenlin Fan,* Hai Wang,* and Wenjie Ren*",line 4,1,differentiation,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,"recovery and poor prognosis. The use of electroactive materials to deliver Organisms have inherent self-repair mechanisms,butsomenaturalcellsexhibit",line 8,1,electroactive,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,"Among these materials, piezoelectric materials have unique electromechanical of severe trauma and neurodegenerative",line 12,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,"conversioncapabilities,makingthemsuitableforuseascellscaffolds.Theycan diseases.[1,2] This is particularly evident in deform and emit electrical signals in response to external stimuli, thereby nondividing cells, such as nerve cells and",line 14,1,scaffold,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,excerpt,general,"regulatingcellproliferationanddifferentiation.Inthisreview,recentadvancesare skeletalmusclecells,whichlacktheability presentedinpiezoelectricmaterialsasphysicalsignalingmediatorsthatregulate to divide and regenerate postnatally.[3,4]",line 16,1,proliferation,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,figure_caption,measurement,"Schematicillustrationofthepiezoelectricproperties,classification,andapplicationsofpiezoelectricmaterials.
SmallSci.2024,4,2300255 2300255 (4 of 16) ©2024TheAuthors.SmallSciencepublishedbyWiley-VCHGmbH
26884046,
2024,
3,
Downloaded
from
https://onlinelibrary.wiley.com/doi/10.1002/smsc.202300255
by
Co",Figure 1,,Figure 1,medium,standard,FALSE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,figure_caption,measurement,"a) Conformation-mediated cell differentiation. Reproduced with permission.[86] Copyright 2016, American Chemical Society. b) Confocal
images and c) quantitative real-time reverse-transcription PCR (qRT-PCR) results on the effect of elastic modulus for cell differentiation.
Reproducedwithpermission.[",Figure 3,,Figure 3,medium,standard,TRUE,TRUE,FALSE
P123,Piezoelectric Nanomaterial-Mediated Physical Signals,P123_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2024,low,partial,figure_caption,measurement,"a)Immunofluorescencestaining,b)percentageofpositivecells,andc)neuritelengthanalysisofrBMSCsdifferentiationonPVDFnanofibers.
Reproducedwithpermission.[135]Copyright2021,WILEY-VCH.d)Electricalimpulsesandmechanicalstrainsgeneratedbybendingandcyclicstretching
stimulatemyocardialdifferentiationinMSCs.Rep",Figure 5,,Figure 5,medium,standard,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,abstract,general,"Piezoelectric elastomers suit the body’s curvature and
flexibility, making them promising for biomedicine, but they must be
biocompatiblefortissuecontact.Traditionalpiezoelectricceramicsare
rigid and toxic, and synthetic polymers, despite their flexibility, often
require harmful organic reagents in fabrication, posing risks to
biological safety. To attain a harmonious balance among biocompat-
ibility, piezoelectricity, and elasticity, we designed a biocompatible
piezoelectric elastomer by combin",abstract section,1,abstract,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,"Biocompatible Piezoelectric Elastomer for Self-Powered Electronics QiuyueHu, Yuting Zhang, Xiaocui Rao, Linping Wang, Liang Gao, Fangzhou Li, Haoyu Shen, Liang Pan,",line 2,1,piezoelectric,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,"ABSTRACT: Piezoelectric elastomers suit the body’s curvature and flexibility, making them promising for biomedicine, but they must be",line 8,1,piezoelectric,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,"biocompatiblefortissuecontact.Traditionalpiezoelectricceramicsare rigid and toxic, and synthetic polymers, despite their flexibility, often",line 10,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,"ibility, piezoelectricity, and elasticity, we designed a biocompatible piezoelectric elastomer by combining HOCH (CF ) CH OH",line 14,1,piezoelectric,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,piezoelectric elastomer by combining HOCH (CF ) CH OH 2 2 3 2,line 15,1,piezoelectric,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,excerpt,general,"biocompatibility, superior piezoelectric performance without poling, andmaintainshighoutputevenat200%tensilestrain.Ourworkoffers",line 20,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,figure_caption,measurement,"Thedesignandpreparationprocessofabiocompatiblepiezoelectricelastomer.a)WPUisalinearpolymerwithalternatinghardandsoft
segments, imparting exceptional elasticity to the material. b) The HFPD crystal structure features an ordered 2D hydrogen-bond network and
asymmetrically distributed F atoms, which to",Figure 1,,Figure 1,medium,high_relevance_pu,FALSE,TRUE,FALSE
P140,Biocompatible Piezoelectric Elastomer for Self-Powered Electronics,P140_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2025,medium,partial,figure_caption,measurement,"Dielectric and piezoelectric performance of biocompatible
ratio between 0.5 and 1.25 allows the composite films to piezoelectric elastomers. a) Dielectric permittivity and b) dielectric
achieveanoptimalbalancebetweenstretchabilityandYoung’s loss of the as-prepared films with different HFPD:WPU ratio",Figure 3,,Figure 3,medium,high_relevance_pu,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,general,"Racemic Amino Acid Piezoelectric Transducer Sarah Guerin,1,2,* Joseph O’Donnell,1,2 Ehtsham U. Haq,1,2 Cian McKeown,1,2 Christophe Silien,1,2",line 2,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,general,"Single crystal L-amino acids can exhibit technologically useful piezoelectric and nonlinear optical properties.Herewepredict,usingdensityfunctionaltheory,thepiezoelectricchargeandstrainandvoltage",line 9,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,general,"properties.Herewepredict,usingdensityfunctionaltheory,thepiezoelectricchargeandstrainandvoltage tensorsoftheracemicaminoacidDLalanine,andusethemodelingdatatoguidethefirstmacroscopicand",line 10,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,finding,nanoscopicpiezoelectricmeasurementsonDL-alaninesinglecrystalsandpolycrystallineaggregates.We demonstrate voltage generation of up to 0.8 V from DL-alanine crystal films under simple manual,line 12,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,finding,not a prerequisite for piezoelectric behavior in organic crystals. The transducer presented herein demonstrates that DL-alanine crystals can be used in applications such as temperature and force,line 15,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,excerpt,general,"Piezoelectricity, the linear conversion of mechanical their relativelylow dielectric constants (ε ) [27,28]. While r",line 20,1,piezoelectric,medium,standard,FALSE,TRUE,FALSE
P145,"PHYSICAL REVIEW LETTERS 122, 047701 (2019)",P145_unidentified.pdf,PVDF_Piezoelectric_Biomaterials,2019,low,partial,performance_data,measurement,Dielectric constant: 27,text extraction,,performance,medium,standard,TRUE,TRUE,FALSE
