paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,performance_data,measurement,R-squared: 023,text extraction,,performance,medium,standard,TRUE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,figure_caption,measurement,"Schematicrepresentationofaroboticdevicearchitectureandtheconstructionofanentangledionicgel(EIG)network.a)Aroboticdevice
integratingarigidskeletonwithflexiblepolymericelastomericmaterials.b)Covalentandc)supramolecularstrategiesforthepreparationofionicgel
materials.d)Schematicrepresentationoftheionicg",Figure 1,,Figure 1,medium,high_relevance_pu,FALSE
P091,"Howtocite:Angew.Chem.Int.Ed.2025,64,e202506559",P091_unidentified.pdf,2025,low,good,figure_caption,measurement,"TougheningmechanismofEIGnetworksviaentanglednodes.Temperaturesweepcurvesfora)CIG-30,b)EIG-30,andc)SIG-30,spanning
atemperaturerangefrom−100to95°Catafrequencyof1.0Hz.d)Comparativeanalysisofthestoragemodulus(E(cid:2))changeforCIG-30,EIG-30,and
SIG-30between50°Cand95°C,highlightingtheroleofentanglednod",Figure 3,,Figure 3,medium,standard,TRUE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,Mechanically Adaptative and Environmentally Stable Ionogels for Energy Harvest,line 3,1,mechanical,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,"problems.Theprocessingchallenges,mechanicalbrittleness,andlow andconservationistheroofingsystem.On the one hand, passive radiative coatings",line 9,1,mechanical,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,significantlyimprovethemechanicalpropertiesandharshenvironment vertheatintoelectricityarereceivingalotof stabilityforhigh-performanceionic-typethermoelectric(i-TE)gelsisexplored. attention as a promising strategy to utiliz-,line 17,1,mechanical,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,"self-healing(120s),temperatureinsensitivity,andgreatwater-proof coatingsareinexpensivelychangedtother-",line 21,1,self-heal,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,Seebeckcoefficientisupto−8.8mVK−1andtheionicconductivityismore increase the utilization of building waste,line 25,1,conductivity,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,excerpt,general,"Mechanicalflexibilityisabenefitoforganic 1.Introduction conductivepolymers,howevertheytypicallyhavealowSeebeck",line 39,1,mechanical,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,performance_data,measurement,Stretchability: 2100,text extraction,,performance,medium,standard,TRUE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,performance_data,measurement,R-squared: 07,text extraction,,performance,medium,standard,TRUE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,figure_caption,measurement,"Synergisticionicassociationdesignfortheionogels.a)Schematicillustrationofthesynergisticionicassociationsamongthepolymer,cations
ofILs,andMXenenanosheets.Thedashedlinesontheyellowandgreenbackgroundareion-dipoleandelectrostaticinteractions,respectively.b)DFT
calculationsofmoleculestructures.c)Transmis",Figure 1,,Figure 1,medium,standard,FALSE
P093,www.advancedscience.com,P093_unidentified.pdf,2023,low,partial,figure_caption,measurement,"Thermoelectricpropertiesandrobustnessoftheionogels.a)Schematicillustrationoftheionthermodiffusionintheionogelunderatemper-
aturedifference.b)Potentialdifferenceathotandcoldterminals(ΔV )oftheionogelwith(bluespots)orwithoutMXene(orangespots)under
(TH-TC)
differenttemperaturegradients(ΔT).Theslopeofth",Figure 3,,Figure 3,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,abstract,method,"Ionogels have aroused wide interests in the field of flexible electronics. The
combination of solid-state networks and ionic liquids opens up thousands of possibilities for
ionogels. The unique structures of ionogels endow them excellent mechanical properties,
conductivity and thermal stability to approach the challenge of flexible electronic. A large
number of new ionogels have been developed by different methods including the exchange of
solution,polymericionicliquidandin-situ reactionsinionic",abstract section,1,abstract,high,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,conclusion,method,"and Prospects
of being incompatible because of the only one component in
PILs.Butduetothelimitationsofthenetwork,fewerfreeions Essentially, there are countless ionogels available, from anions
exist in the PILs, which leads to the conductivity of PILs to cations to polymer networks. However, once the ILs are
typically two orders of magnitude lower than that of pure ILs. confined in a solid state network, their physicochemical
While the presence of water increases the conductivity of PILs properti",conclusion section,end,conclusion,high,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,general,THE Overview of Ionogels in Flexible CHEMICAL,line 3,1,ionogel,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,general,Abstract: Ionogels have aroused wide interests in the field of flexible electronics. The combination of solid-state networks and ionic liquids opens up thousands of possibilities for,line 9,1,ionogel,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,general,"combination of solid-state networks and ionic liquids opens up thousands of possibilities for ionogels. The unique structures of ionogels endow them excellent mechanical properties,",line 10,1,ionic liquid,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,general,"ionogels. The unique structures of ionogels endow them excellent mechanical properties, conductivity and thermal stability to approach the challenge of flexible electronic. A large",line 11,1,ionogel,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,method,conductivity and thermal stability to approach the challenge of flexible electronic. A large number of new ionogels have been developed by different methods including the exchange of,line 12,1,conductivity,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,excerpt,method,"number of new ionogels have been developed by different methods including the exchange of solution,polymericionicliquidandin-situ reactionsinionic liquids(gelation oflowmolecular",line 13,1,ionogel,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,performance_data,measurement,Elongation at break: 610,text extraction,,performance,medium,standard,TRUE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,performance_data,measurement,Self-healing efficiency: 70,text extraction,,performance,medium,standard,TRUE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,performance_data,measurement,R-squared: 200,text extraction,,performance,medium,standard,TRUE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"Not all unique properties of ILs have been discussed
batteriesathigh-temperatures,wearableelectronicsbelow0°C, here,thoseproperties justrelatedtoionogelsareintroducedin
as well as sensors under extreme conditions (such as vacuum). thisreview.
To date, a large number of reviews of ionogels have been
",Figure 1,,Figure 1,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"(a)Themeltingpointof1-alkyl-3-methylimidazoliumsaltvs.thesidechainofthealkylchain.(b)Themeltingpointof1-alkyl-3-methylimidazolium
saltvs.theanion.
2.2.Viscosity
hydrogen bonds reduces the viscosity of the ILs. For example,
Viscosity of ILs is another important property which distin- Fumino etal.[83]",Figure 2,,Figure 2,medium,high_relevance_pu,TRUE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"(a) The preparation process and the structure of micellar ionogels. (b) The photograph of the stretching deformation of the micellar ionogels after
healing. (c) Tensile stress-strain curves of the micellar ionogels after different healing time. (d) Fracture energy of ionogels after different healing",Figure 4,,Figure 4,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"(a)Thetensilestress-straincurveoftheSIGE.(b)Thebatterycouldfunctionwellunderthefoldedstateandtruncation.Adaptedwithpermissionfrom
Ref.[111].Copyright2019WILEY-VCH.
ionogel have a poor transparency. And the DN structure addition,theDNstructureresultsinthehysteresisphenomen-
causes the ionogel to be s",Figure 6,,Figure 6,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"(a) The dipole-dipole cross-link between ZI monomers. (b) The conductivities of ZI ionogels with different zwitterion contents. Adapted with
permissionfromRef.[149].Copyright2019WILEY-VCH.
Chem.Rec.2020,20,948–967 ©2020TheChemicalSocietyofJapan&Wiley-VCHVerlagGmbH&Co.KGaA,Weinheim WileyOnlineLibrary",Figure 8,,Figure 8,medium,standard,FALSE
P094,Personal Account,P094_unidentified.pdf,2020,low,good,figure_caption,measurement,"(a)TheschematicpresentationsofthepolymerizationofzwitterionILs.(b)ThestructuralformulasofthreekindsofzwitterionILs.(c)TheDSC
curvesofPILs(d)Thestress-straincurvesofPILsafterdifferenttensilecycles.AdaptedwithpermissionfromRef.[78].Copyright2015TheRoyalSocietyof
Chemistry.
Chem.Rec.2020,20,948–967 ©20",Figure 10,,Figure 10,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,conclusion,finding,"2.5. Application of Physical-co-Chemical Ionogel as Flexible In conclusion, we have designed a high performance physical-
Strain Sensors co-chemical ionogel with mechanical robustness and high pro-
cessability suitable for various processing methods including
Owing to good ionic conductivity, mechanical robustness, inkjet printing, spraying and 3D printing. The microphase sep-
chemical and thermal stability, we utilize the physical-co- aration between PS phase and PEO/IL phase and interpenetra-
",conclusion section,end,conclusion,medium,high_relevance_pu,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,general,"Highly Processable Ionogels with Mechanical Robustness Chuao Ma, Jun Wei, Yuqiang Zhang, Xingchao Chen, Chan Liu, Shen Diao, Yuan Gao,",line 3,1,ionogel,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,general,"Currently, the increasing needs of conductive ionogels with intricate shapes the well-studied double-network strategies",line 7,1,ionogel,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,general,the well-studied double-network strategies and high processability by individual requirements of next-generation flexible greatly enhanced the mechanical strength,line 8,1,network,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,general,"and high processability by individual requirements of next-generation flexible greatly enhanced the mechanical strength electronics constitute significant challenges. Here, the design of highly pro- of ionogels, but the complicated proce-",line 9,1,mechanical,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,general,"electronics constitute significant challenges. Here, the design of highly pro- of ionogels, but the complicated proce- cessable ionogels is reported with mechanical robustness by self-assembly of a dure and reliance on conventional fabri-",line 10,1,ionogel,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,excerpt,method,"cessable ionogels is reported with mechanical robustness by self-assembly of a dure and reliance on conventional fabri- cation methods, mainly solvent casting,",line 11,1,ionogel,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,performance_data,measurement,Stretchability: 400,text extraction,,performance,medium,standard,TRUE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,performance_data,measurement,R-squared: 10,text extraction,,performance,medium,standard,TRUE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,figure_caption,measurement,"High processability and mechanical robustness of physical-co-chemical ionogel. a) The physical-co-chemical ionogel prepared by physical
self-assembly of PS-PEO-PS in the dual functional mixed ILs, [EMIm]NTf and [VBBIm]NTf, and subsequent UV-induced in situ chemical crosslinking.
2 2
The PS micellar ",Figure 1,,Figure 1,medium,standard,FALSE
P099,Highly Processable Ionogels with Mechanical Robustness,P099_unidentified.pdf,2023,low,partial,figure_caption,measurement,"Microstructure of the physical-co-chemical ionogel. a) Microphase separation observed from AFM height and b) phase maps of the physical-
co-chemical ionogel. The bright and dark domains indicate the separated PS and PEO/IL phases. c) The plain surface of pristine physical-co-chemical
ionogel. d) The",Figure 3,,Figure 3,medium,high_relevance_pu,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,abstract,finding,"Polymerized ionic liquids (PILs) with flexible polymer chains and weakly interacting ionic liquid (IL) groups have
receivedgreatattentionfortheirdesirablepropertiesinelectrochemicalapplicationssuchasionicconductivity.Lessisknownabout
their dynamic properties such as center-of-mass chain diffusion and how it depends on molecular weight in the presence of IL
groups.Inthiswork,aseriesofacrylicPILswithimidazoliumcationsandbis(trifluoromethanesulfonyl)imide(TFSI)anions(TFSI-
f-PIL ) were synthesized ",abstract section,1,abstract,high,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,conclusion,measurement,"that ion interactions play only a minor role on the
chemistry,6,7 copolymer composition,8,9 IL placement,10 ionic scalingrelation.InaseparateworkbyNakamuraetal.,13power
content,11 and molecular weight12−14 have been studied to law factors of η ∼M1.7 to η∼ M4.2 were reported for the
uncover their structure−properties relationships. Studies have
unentangled and entangled regimes, and the higher-than-
determined free ion mobility,15−17 static dielectric constant18
and how conductivity can decouple ",conclusion section,end,conclusion,high,standard,TRUE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,ABSTRACT: Polymerized ionic liquids (PILs) with flexible polymer chains and weakly interacting ionic liquid (IL) groups have receivedgreatattentionfortheirdesirablepropertiesinelectrochemicalapplicationssuchasionicconductivity.Lessisknownabout,line 8,1,ionic liquid,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,receivedgreatattentionfortheirdesirablepropertiesinelectrochemicalapplicationssuchasionicconductivity.Lessisknownabout their dynamic properties such as center-of-mass chain diffusion and how it depends on molecular weight in the presence of IL,line 9,1,conductivity,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,"Polymerized ionic liquids (PILs) are a class of ionic polymers when considering transference numbers, where ion−polyion",line 26,1,ionic liquid,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,"with bulky, weakly interacting ionic liquid groups (IL) covalently attached to the polymer backbone. They exhibit correlations exist and the motion of a highly charged polymer",line 28,1,ionic liquid,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,"good thermal stability, electrochemical stability, moderate chain can still contribute to conductivity in PILs.29 single-ion conductivity, and tunable mechanical properties, Alimitednumberofexperimentalresultsforviscosityscaling",line 30,1,conductivity,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,excerpt,general,"single-ion conductivity, and tunable mechanical properties, Alimitednumberofexperimentalresultsforviscosityscaling which makes them promising functional polymer materials for in PILs have been previously reported.12,13,30,31 In a work by",line 31,1,conductivity,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,performance_data,measurement,R-squared: 3,text extraction,,performance,medium,standard,TRUE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,performance_data,measurement,Dielectric constant: 18,text extraction,,performance,medium,standard,TRUE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,figure_caption,measurement,"(a)SynthesisrouteofTFSI-f-PIL usingRAFTpolymerizationforprecisecontrolofdegreeofpolymerizationN,whichiscalculatedby
N
the end-group analysis of the NMR spectra of TFSI-f-PIL . (b) Molecular structure of TFSI-f-PIL with fluorescence dye (NBD-acrylate)
N N
randomlyattachedtothepolymerbackboneasaprobef",Figure 1,,Figure 1,medium,standard,FALSE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,figure_caption,measurement,"For comparison, a red dash line with the slope of
which has a near-Gauss shape due to laser intensity −2.0isdrawnasascalingpredictionforneutralpolymers.The
E https://doi.org/10.1021/acs.macromol.2c02388
MacromoleculesXXXX,XXX,XXX−XXX
Macromolecules pubs.acs.org/Macromolecules Article
PIL studied. In",Figure 4,,Figure 4,medium,standard,TRUE
P100,Molecular-Weight Dependence of Center-of-Mass Chain Diffusion in,P100_unidentified.pdf,2022,low,good,figure_caption,measurement,"Molecular weight (degree of polymerization, N) depend- transitiontemperatureonlyvariesby5°C,suggestingthatfree
enceofTFSI-f-PIL diffusion coefficient(D)at30°C(T + 45K). volume does not change much with the increase in molecular
N g
Thereddashlinewithaslopeof−2.0isdrawnasapredictedD∼N weight.Therefor",Figure 4,,Figure 4,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,abstract,finding,"Influenced by the hard−soft acid−base (HSAB) theory, different
hard−softcationsandanionsareusedtoinvestigatethecounterioneffectsofionic
liquids (ILs) on electrical and mechanical characteristics of the poly(3,4-
ethylenedioxythiophene):poly(styrenesulfonic acid) (PEDOT:PSS) and IL free-
standing films. Two protic ILs, i.e., methylimidazolium dicyanamide ([p-
MIM][DCA]) and imidazolium dicyanamide ([p-IM][DCA]), are synthesized
andcharacterizedforthefirsttime.Sixionsrangingfromhardtosoft(cations:",abstract section,1,abstract,high,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,conclusion,finding,"withstand an external strain of 10.4% when incorporated into
PEDOT:PSS. This enhancement in mechanical strength, This study demonstrates the significant potential of incorpo-
coupled with the high electrical conductivity, suggests that rating protic ILs, such as [p-IM][DCA] and [p-MIM][DCA],
[p-IM][DCA]/PEDOT:PSS composites are promising candi- enhancingboththeelectricalconductivityandstretchabilityof
PEDOT:PSSfree-standingfilms,offeringapromisingpathway
datesforflexibleandstretchableelectronica",conclusion section,end,conclusion,high,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,general,Counterion Effects of Protic Ionic Liquids on the Conductivity and Stretchability of Free-Standing PEDOT:PSS Films,line 3,1,ionic liquid,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,general,"liquids (ILs) on electrical and mechanical characteristics of the poly(3,4- ethylenedioxythiophene):poly(styrenesulfonic acid) (PEDOT:PSS) and IL free-",line 11,1,mechanical,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,general,"tremendous increase in electrical conductivity of 2730 S/cm and 3547 S/cm, respectively. Both protic ILs improved external strain of up to 11%, surpassing aprotic IL [EMIM][DCA] (∼7%) and pristine",line 21,1,conductivity,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,finding,PEDOT:PSS (<4%). This study revealed that ILs containing hard cation and soft anion exhibited superior conductivity and flexibility in the composite films.,line 23,1,conductivity,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,general,overall conductivity of the materials. Flexibleelectronicdeviceshaveattractedtremendousattention,line 26,1,conductivity,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,excerpt,general,"(LEDs),3 artificial skins,4 sensors,5 drug delivery systems,6,7 conductivity and flexibility. Among conductive polymers, and in healthcare devices.8 Stretchable electronics require a poly(3,4-ethylenedioxythiophene):poly(styrenesulfonic acid)",line 31,1,conductivity,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,performance_data,measurement,Elongation at break: 100,text extraction,,performance,medium,standard,TRUE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,performance_data,measurement,Stretchability: 10,text extraction,,performance,medium,standard,TRUE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,performance_data,measurement,R-squared: 1,text extraction,,performance,medium,standard,TRUE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,figure_caption,measurement,"AFM (2D and 3D) images of pristine (A, Aa), [EMIM][BF]/PEDOT:PSS (B, Bb), [EMIM][TCB]/PEDOT:PSS (C, Cc),
4
[EMIM][DCA]/PEDOT:PSS (D,Dd),[p-MIM][DCA]/PEDOT:PSS(E,Ee), [p-IM][DCA]/PEDOT:PSS(F, Ff).
mass of IL(g) infree-standingfilms.Afterdrying,thefilmswerecutinto 0.7×3.5
wt%IL= ×100%
mass of IL(g)+ma",Figure 1,,Figure 1,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,figure_caption,measurement,"SEM imageof pristineand IL/PEDOT:PSSfree-standing films(2.0 wt%)at10000× magnification.
irregularitiesreducesscattering,leadingtolowerresistanceand PEDOT:PSS), 2.16 ([EMIM][TCB]/PEDOT:PSS), 1.94
higher conductivity.46,47 In fact, the conductivity of the ([EMIM][DCA]/PEDOT:PSS), 1.65 ([p-MIM][DCA]/PE",Figure 3,,Figure 3,medium,standard,FALSE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,figure_caption,measurement,"(A)Elongationatbreak(at0,0.5,1.0,1.5,and2.0ILwt%);(B)Mechanicaltestinginstrument,Young’smodulus(blackdot)andtensile
strength(blue triangle) plotof[EMIM]+-based IL withvarious anionsat(C) 0.5wt%,(D)1.0 wt%,(E)1.5wt%, and(F) 2.0 wt%of ILs.
strated the highest electrical conductivity among the three DO",Figure 5,,Figure 5,medium,standard,TRUE
P103,Counterion Effects of Protic Ionic Liquids on the Conductivity and,P103_unidentified.pdf,2025,low,good,figure_caption,measurement,"(A)Bending andtwisting testusing 2-pointprobe andsimpleelectricalcircuit testof the2.0 wt% [p-IM][DCA]/PEDOT:PSSfree-
standingfilm ina (B)straight and (C)bendingposition.
attributed to film defects, which influenced the mechanical A simple circuit experiment was designed to investigate the
propertie",Figure 7,,Figure 7,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,abstract,finding,"Polymerized ionic liquids (PILs) poly[1-(4-vinyl-
benzyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)imide]
(P[VBMIM][TFSI]) covering a wide range of molecular weights
are synthesized using reversible addition−fragmentation chain-
transfer (RAFT) polymerization. The dependence of zero-shear
viscosity on weight-average molecular weight (η ∼ M α) shows
0 w
two power-law regimes corresponding to disentangled and
entangled regimes with α = 1.1 ± 0.1 and 3.6 ± 0.4, as is typical
for neutral enta",abstract section,1,abstract,high,high_relevance_pu,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,conclusion,measurement,"times that of disentangled samples such as PIL520, indicating
the importance of chain entanglement on the mechanical We carefully synthesized P[VBMIM][TFSI] with 11 different
strength.Inanelasticdeformation,Young′smodulusEcanbe molecular weights spanning from 16,000 to 810,000 Daltons
estimated from both the experimental data and calculation. via RAFT polymerization. From rheological measurements on
That is, E can be correlated to the persistence length λ p or thesesamples,twopower-lawregimesofη",conclusion section,end,conclusion,high,standard,TRUE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,general,Influence of Chain Entanglement on Rheological and Mechanical Behaviors of Polymerized Ionic Liquids,line 2,1,mechanical,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,general,"Behaviors of Polymerized Ionic Liquids Gang Liu, Ronald G. Larson, Lei Li, Huan Luo, Xi He, Yanhua Niu,* and Guangxian Li*",line 3,1,ionic liquid,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,general,ABSTRACT: Polymerized ionic liquids (PILs) poly[1-(4-vinyl- benzyl)-3-methylimidazolium bis(trifluoromethylsulfonyl)imide],line 8,1,ionic liquid,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,general,"molecular-weight P[VBMIM][TFSI] brings significant improvement in the mechanical strength and robust recoverability under cyclic stretch over that of the lower-molecular-weight, unentangled PILs, making high-molecular-weight P[VBMIM][TFSI]",line 26,1,mechanical,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,measurement,"Recently, polymerized ionic liquids (PILs), a class of novel polyelectrolytes, have attracted considerable attention, as they scaling relation η 0 ∼ M w α with α values of 1.7 and 4.2 in the",line 32,1,ionic liquid,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,excerpt,general,"combine advantages of both ionic liquids and polymers, such disentangled and entangled regimes, respectively, which is in ashighconductivity,excellentphysicalandchemicalstabilities, contrast with the neutral polymers with α = 1.0 and 3.4.15−17",line 34,1,ionic liquid,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,performance_data,measurement,R-squared: 8,text extraction,,performance,medium,standard,TRUE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,figure_caption,measurement,"1HNMR(400MHz,DMSO-d)spectrumofPVBC(a)andP[VBMIM][TFSI](b),andelementalanalysisofP[VBMIM][TFSI](c).
6
thesyntheticconditionsforallofthesamplesarelistedinTableS1. elementanalysiswereconductedtoconfirmthechemicalstructureof
Thesyntheticdetailsareasfollows.First,themonomer(VBC),CTA the PILasshown inFigu",Figure 1,,Figure 1,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,figure_caption,measurement,"Shear-ratedependenceofviscosityat120°CforP[VBMIM][TFSI]withincreasingmolecularweight(a)andthedependenceonweight-
averagemolecularweight(M )ofthezero-shearviscosity(η)(b).Thereddashedlineinpanel(3b)representsthefittingresultbyusingeq4.
w 0",Figure 3,,Figure 3,medium,standard,FALSE
P220,Influence of Chain Entanglement on Rheological and Mechanical,P220_unidentified.pdf,1998,low,good,figure_caption,measurement,"Time dependence of G′ (filled symbol) and G″ (open
symbol)atfrequencyω=1Hzwithastrainamplitudeγ=2%(inthe
linearregion)andγ=200%(inthenonlinearregion)at90°C,where
agradualincreaseinG′andG″totheiroriginalvaluescanfoundfor
bothsamplesduringrecovery.Averticalshiftof×2isappliedtothe
G′ and G″curves ofPIL",Figure 6,,Figure 6,medium,standard,FALSE
