paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,conclusion,method,"from this DPD simulation and subsequent * sı Supporting Information
analysisthatchangesintheionchannelnetwork,asreflectedin
The Supporting Information is available free of charge at
the d ratio, contribute to σ being consistent with recently
https://pubs.acs.org/doi/10.1021/acs.macromol.5c01257.
reported SANS measurements of PEMs with different grafting
degrees.53 The simulation structures must be verified by Basic description of the DPD simulation method and
accumulating the data of various bas",conclusion section,end,conclusion,high,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,Separated Structures in Graft-Type Polymer Electrolyte Membrane by Optimization Compared to Scattering Analysis,line 3,1,polymer,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,simulationmodelforpolymermaterialsusingactualmeasurements asanindicatorcanenabletheexpressionofionchannelstructures,line 11,1,model,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,structure of polymer electrolyte membranes (PEMs) significantly influences their ionic conductivity and durability. Dissipative,line 14,1,polymer,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,"SANS profiles. The Teubner−Strey model analysis of the simulated scattering profile showed the average diameter d of the ion channel and its deviation ε to be 1.9−2.0 nm and ±0.5 nm, respectively.",line 24,1,model,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,"For machine learning approaches for polymeric materials, searching for new materials, has recently attracted attention.",line 30,1,machine learning,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,excerpt,general,andphysicalpropertiescanbeusedtodevelopamodelforthe from accumulated measurement data by incorporating data,line 34,1,model,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,performance_data,measurement,R-squared: 021,text extraction,,performance,medium,standard,TRUE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,figure_caption,measurement,"Chemical structure and CG model of ETFE (particle A),
ization. First, the polymer film is irradiated with electron
PSSA (particle B,C),and water(particle W).
beamsorγ-raystoproduceradicals.Subsequently,graftchains
with ionic functional groups are introduced into the base film water. The substructure",Figure 1,,Figure 1,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,figure_caption,measurement,"For and the distance between the center of the probe sphere and
9251 https://doi.org/10.1021/acs.macromol.5c01257
Macromolecules2025,58,9249−9258
Macromolecules pubs.acs.org/Macromolecules Article
Table 2. Charge Calculation Results for Each CG Particle: (a) Particles A, (b) B, and (c) C
(a) (b) (c)",Figure 2,,Figure 2,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,figure_caption,measurement,"SimulatedstructuresofETFE-PEM.Thespringconstantwassetto(a)C=4,(b)50,and(c)100.Eachcolorofparticlecorrespondsto
A: green;B:yellow; C: red;and W:blue.
positive χ was expected. Furthermore, the χ of the C−W pair validationofthemagnitudesoftheχ-parameters.Furthermore,
appeared to be an extremely large n",Figure 4,,Figure 4,medium,standard,FALSE
P305,Separated Structures in Graft-Type Polymer Electrolyte Membrane,P305_unidentified.pdf,2025,low,good,figure_caption,measurement,"In addition,
ETFE-PEM.22,38,47ThepreviousMDandDPDsimulationsof the PSFs of ETFE, PSSA, and water estimated using the
Nafionwithdifferentsulfonicacidsidechainspacingsindicate contrast variation SANS/PSF analysis (CV-SANS/PSF)
thatNafionwithashortersidechainspacingexhibitedsmaller method are overlaid ",Figure 6,,Figure 6,medium,standard,FALSE
