paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P194,Progress in Polymer Science 120 (2021) 101430,P194_unidentified.pdf,2021,medium,partial,excerpt,general,"b Center of Advanced Elastomer Materials, Beijing University of Chemical Technology, Beijing 10 0 029, PR China c Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing 10 0 029, PR China",line 9,1,elastomer,medium,high_relevance_pu,FALSE
P194,Progress in Polymer Science 120 (2021) 101430,P194_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"T c (crystallization temperature) and T m as a function of the number of aroused the interest of researchers in the construction of bio-based
methylene groups in diols for dodecanedioic acid-based polyesters. [51] , Copyright aliphatic binary copolyesters containing cyclic units. For exam-
2019. Rep",Figure 1,,Figure 1,medium,standard,FALSE
P194,Progress in Polymer Science 120 (2021) 101430,P194_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"Compared melting (a) and glass transition (b) temperatures of PBS copolyesters made from Glux-diol, Manx-diol and isosorbide. PBS data is orange. [110] , Copyright
2015. Reproduced with permission from The Royal Society of Chemistry.",Figure 3,,Figure 3,medium,standard,TRUE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,abstract,finding,"Flow-induced translocation of linear and ring polymers is studied by
usingacombinationofmultiparticlecollisiondynamicsandmoleculardynamics.The
resultsshowthatbothendcaptureandfoldcapturearepresentinthecaptureprocess
oflinearchainsinweakflows,whereasfoldcapturebecomesdominantinstrongflows,
resulting in similar behavior for the linear and ring chains in the strong flow regime.
Fornarrowchannels,thecriticalfluxdecreaseswiththeincreaseofchannelsize,which
is qualitatively consistent with the predicti",abstract section,1,abstract,high,standard,TRUE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,conclusion,method,"of conclusions and outlook.
c
increaseswiththeincreaseof chainlengthforshort chains(N
<32),whichwassupportedbytheexperimentsofLietal.33In II. MODEL AND METHODS
addition,Wu et
al.24−26
experimentallyfound that J forlinear The polymer chain consisting of N monomers is simulated by
c
polymer chainsdecreases with increasingchannel size.On the molecular dynamics (MD). The monomers interact with each
basis of this observation, they assumed that the confined blob other by a truncated and shifted Lennar",conclusion section,end,conclusion,high,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,excerpt,general,While great progresses have been made in Langevin dynamics and multiparticle collision dynamics,line 37,1,progress,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,excerpt,general,"diffusion: A fractional dynamics approach. Physics Reports-Review polymer conformation, distribution and migration in microcapillary Sectionof Physics Letters2000,339,1−77. flows. J. Phys.:Condens. Matter2011,23, 184117.",line 1819,46,review,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,excerpt,general,"(50)Sakaue,T.Dynamicsofpolymertranslocation:Ashortreview withanintroductionofweakly-drivenregime.Polymers2016,8,424.",line 1831,46,review,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,figure_caption,measurement,"The chainiscapturedfirstbythechannelandthenescapesfromit,
simulation box is divided into cis and trans compartments before a successful translocation event. Here, capture means
that one or more monomers are driven into the channel. If
translocation happens in one attempt, n = 0.
try
As shown in Figu",Figure 1,,Figure 1,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,figure_caption,measurement,"Numberofcaptureattempts(n try )asafunctionoftheflux
conditions were employed in the flow direction. Detailed (J) for both linear and ring polymer chains with different channel
parametersforthetranslocationmodelaresetasL =20σ, sizes.Inset:acomparisonbetweenn try offoldcapture(Fold)andend
H=2.3σ∼4.3σ,",Figure 2,,Figure 2,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,figure_caption,measurement,"(a)Indexofpulleyeffect(I )asafunctionoftheflux(J)
for linear chain. Inset: the correlatio pu n between i and i . (b) translocation begins to take place at some threshold flow flux
first last
Comparison of the degree of pulley effect λ (λ = ⟨|i − i |2⟩1/2) J ,whichisdefinedasthefluxatwhichtranslocati",Figure 3,,Figure 3,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,figure_caption,measurement,"Relationshipbetweenthecriticalflux(J)andchannelsize
c
(H) for both linear (black) and ring (red) polymer chains. For
comparison, the results predicted by de Gennes et al.1,27,28 (de
Gennes) and
Wuetal.24−26(Wu)
areincluded.
al.24−26 (J ∼ H α , α ≈ −0.83 from simulations, whereas α ≈
−0.70from c thep",Figure 6,,Figure 6,medium,standard,FALSE
P201,Mechanisms of Flow-Induced Polymer Translocation,P201_unidentified.pdf,2022,medium,good,figure_caption,measurement,"fold translocation is the only mode for ring chains. Therefore, Specifically, de Gennes et al.1,27,28 and Wu et al.24−26 adopted
J for the ring chain is significantly greater than that of the very differentpolymer models. de Genneset al.1,27,28 assumed
0
linearchain.Forstrongflows,thetranslocationmo",Figure 6,,Figure 6,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,abstract,finding,"We investigate the steady-state extensional viscosity
of wormlike micellar solutions using dissipative particle dynamics
simulations. As the extension rate increases, the steady-state
extensional viscosity initially increases and subsequently decreases
after reaching a maximum, as observed in experiments. We reveal
that this nonmonotonic behavior arises from the competition
betweenmicellarstretchingandscissionunderuniaxialextensional
flow. We further propose a relation that connects the extensio",abstract section,1,abstract,high,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,conclusion,finding,"We have examined the steady-state extensional viscosity of
wormlike micellar solutions by conducting DPD simulations
with theGKRmethod(Figure1).One ofthemostimportant
conclusions is that the steady-state extensional viscosity η (ϵ)̇
E
exhibits a nonmonotonic dependence on the extension rate ϵ̇
(Figure 2), as observed in previous experiments.11−16 Our
detailed analyses have demonstrated that this nonmonotonic
behavior of η (ϵ)̇ results from the competition between
E
Figure11.Micellarcontribution ",conclusion section,end,conclusion,high,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,excerpt,measurement,"have been an active area of research. Significant progress has arguedthatthereductionofη (ϵ̇ )obtainedwithopposed E,app app",line 29,1,progress,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,excerpt,finding,"However, Gaillard et al.34 demonstrated that the extensional nonionic surfactant solutions under uniaxial extensional flow, relaxation time obtained with CaBER depended on the plate as shown in Figure 1. In the DPD method, each particle",line 90,3,ionic,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,excerpt,general,"as well as the counterion conditions in the case of ionic Rheol. Acta 1987, 26,532−542.",line 1371,35,ionic,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,figure_caption,measurement,"In the DPD method, each particle
diameterandthedropletvolume.WuandMohammadigoush-
ki35 reported that in DoS experiments, extensional properties
can be affected by the dynamics of the contact line. Thus,
accurately measuring the extensional rheology of wormlike
micellar solutions, especially with low",Figure 1,,Figure 1,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,figure_caption,measurement,"ProbabilitydensityfunctionP(N )oftheaggregationnumberN .In(a),differentlinesdenotedifferentvaluesofWifork T=1andϕ
ag ag B
=0.05. In(b), differentlinesdenotedifferent valuesof k T and ϕforWi ≃ 2.
B",Figure 3,,Figure 3,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,figure_caption,measurement,"However, the onset of the
ag B E 0
N ag . Since ϕ is common in these two systems, relatively small decrease inη E (ϵ)̇ doesnot necessarily coincidewith theonset
micelles are prevalent in the system with k B T = 1.2. of flow-induced scission, because changes in η E (ϵ̇) are
Qualitatively, this differ",Figure 2,,Figure 2,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,figure_caption,measurement,"(a)SurvivalfunctionS(t;N )ofmicelleswithN =300withthe95%confidenceintervalfordifferentvaluesofWiatk T=1andϕ=
ag ag B
0.05.ThegraydashedlinesindicateanexponentialfittoS(t;N ).(b)Averagelifetimeτ(N )ofmicelleswithN =150(circle),200(square),
ag b ag ag
and300(diamond)normalizedbythevalueτ (N )atequilib",Figure 6,,Figure 6,medium,standard,FALSE
P219,Steady-State Extensional Viscosity of Wormlike Micellar Solutions,P219_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Weprovide B aquantitativediscussion
the ensemble average over micelles whose aggregation on this issue in the next section. Figure 7b also presents the
F https://doi.org/10.1021/acs.macromol.5c01993
MacromoleculesXXXX,XXX,XXX−XXX
Macromolecules pubs.acs.org/Macromolecules Article",Figure 2,,Figure 2,medium,standard,FALSE
P221,高 等 学 校 化 学 学 报,P221_unidentified.pdf,2021,medium,good,abstract,general,"， ，
The effects of nanorods on the structural dynamical and rheological properties of polymer matrix
via
were investigated under shear flow nonequilibrium molecular dynamics simulation. By comparing the re‐
（ ） ，
sults of nanocomposites with volume fractions from 0. 8% to 10% and pure melts it is found that the diffu‐
，
sion and relaxation of polymer chains are gradually limited with the increase of nanoparticles while the poly‐
，
mer size keeps almost unchanged. Under shear flow it is found tha",abstract section,1,abstract,high,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,excerpt,interpretation,"PHYSICAL REVIEW E 112,054404(2025) Editors’Suggestion",line 1,1,review,medium,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,excerpt,general,"matrices—whicharemadeofpolymersandaremechanically In this study, we aimed to address this knowledge gap",line 52,2,mechanical,medium,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,excerpt,method,"SHRESTHA,OKYERE,MORTENSON,CHEN,ANDWANG PHYSICALREVIEWE112,054404(2025) II. MATERIALSANDMETHODS",line 75,2,review,medium,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,figure_caption,measurement,"Schematicillustrationofbacterialflagellarentanglement
troduce a cysteine substitution mutation at residue 237
in polymeric hydrogel matrix. (a) Illustration of the polymeric
network of the hydrogel and with bacterial flagella entangled (T237C) [32], which was chosen based upon previous
within the me",Figure 1,,Figure 1,medium,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,figure_caption,measurement,"Characterization of bacterial motility across three distinct types of flagellar motions. (a)–(c) Representative fluorescence
microscopic images of specifically labeled flagella and the corresponding trajectories of individual bacteria: (a) SWIM (directional run-
ning/swimming), (b) TRAP (intermitten",Figure 3,,Figure 3,medium,standard,FALSE
P228,"PHYSICAL REVIEW E 112,054404(2025)",P228_unidentified.pdf,2025,medium,partial,figure_caption,measurement,"Quantificationandcomparisonofthreemoreshapedescriptorsforthethreetypesofflagellarmotions:(a)solidity,(b)coverage(cid:2),
and(c)radialirregularityσ.Theleftcolumnillustratestheshapedescriptors,whilecolumns(i)and(ii)showtheaveragesanddistributionsof
thequantifiers,respectively.
examinethispossibility,w",Figure 5,,Figure 5,medium,standard,TRUE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,abstract,general,"Iontronicsarerapidlyemergingtechnologieswith
strongpotentialinsensingandenergyharvesting.Byleveraging
ion transport, electrochemical interactions, and electron-ion
coupling, iontronic systems have driven advancements in
intelligent sensing and sustainable energy harvesting. This
review explores the efficiency and suitability of iontronics for
next-generation sensing and energy harvesting applications,
emphasizing their advantages over conventional electronic
approaches.Weprovideacomprehensivesum",abstract section,1,abstract,high,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,excerpt,general,"review explores the efficiency and suitability of iontronics for next-generation sensing and energy harvesting applications,",line 14,1,review,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,excerpt,general,"applications. Finally, this review discusses the current challenges and future directions in advanced iontronic sensing and energy harvesting technologies, providing insights into how continued research and development can further enhance their",line 22,1,review,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,excerpt,general,"KEYWORDS: iontronic,ionic,sensor,neuromorphicsensing,artificialsynapse,energyharvester,powergenerator,sustainablepowersource 1. INTRODUCTION To overcome these limitations, researchers have adopted",line 25,1,ionic,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Iontronics.(a)Schematicillustrationofchargeseparationandelectricdoublelayerformationundersensorystimuliandambient
energy sources. (b) Schematic illustration of a flexible iontronic device processing sensory stimuli by mimicking a biological synapse for
neuromorphicsensingand sustainableenergy harves",Figure 1,,Figure 1,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,figure_caption,measurement,"SchematicrepresentationoftheEDLatachargedsurface.TheEDLconsistsofdistinctregions(theSternlayerandthediffuse
layer) according to the Gouy−Chapman−Stern model. The Stern layer is subdivided into the inner Helmholtz plane (IHP), where
specificallyadsorbedionsreside,andtheouterHelmholtzplane(OHP),wheres",Figure 3,,Figure 3,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Schematic representation of ion transport behavior. (a) Spontaneous ion transport without external forces, governed by
thermodynamicprinciples.(b)Ionmovementundertheinfluenceofanelectricfield,withcationsmovingtowardthenegativeelectrodeand
anionstowardthepositiveelectrode(migration).(c)Iontransportfa",Figure 5,,Figure 5,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Iontronicneuromorphicsensors forstimulusresponsivesensingandiontronicpowergeneratorsforambient energyharvesting.
Neuromorphic sensors. Chemosensory sensors: Olfactory. Reproduced with permission from ref 184. Copyright 2023 Wiley-VCH.
Gustatory.Reproducedwithpermissionfromref297.Copyright2022Wiley-V",Figure 8,,Figure 8,medium,standard,FALSE
P266,Iontronics: Neuromorphic Sensing and Energy,P266_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Artificial tactile sensory systems. (a) Schematic illustration of the working mechanism for artificial tactile sensory; (i) ion
movement modulated by gate voltage and pressure and (ii) piezoionic structure (b) Pyramid ion gel integrated OECT resulting in ion
penetration to the channel under pressure",Figure 10,,Figure 10,medium,standard,FALSE
P270,Sustainable electronic textiles towards,P270_unidentified.pdf,2022,medium,partial,excerpt,general,"of Mechanical and Materials Engineering, Western University, London, Ontario, Canada. 4Department of Materials Science and Engineering, University of Maryland, College Park, MD, USA. 5Micro- and Nano-technology Research Centre, State Key Laboratory for Manufacturing Systems Engineering,",line 42,2,mechanical,medium,standard,FALSE
P270,Sustainable electronic textiles towards,P270_unidentified.pdf,2022,medium,partial,excerpt,interpretation,"biofabrication-inspired processing to reach sustainable growth, as overview of the 4R concepts. This is followed by a discussion of the fun- shown in Fig. 1. Our Perspective proposes a strategic framework with damental materials properties that govern rational design strategies",line 50,2,overview,medium,standard,FALSE
P270,Sustainable electronic textiles towards,P270_unidentified.pdf,2022,medium,partial,excerpt,general,"development progress, with examples of technologies developed and created by adopting the 4R design framework. b, The 4R design concept within commercial products released14–21. The graph depicts three projected growth the e-textile circular economy. c, Fibre material embodiment of 4R. (i) At the",line 94,3,progress,medium,standard,FALSE
P270,Sustainable electronic textiles towards,P270_unidentified.pdf,2022,medium,partial,figure_caption,measurement,"Our Perspective proposes a strategic framework with damental materials properties that govern rational design strategies
a focus on a concept (as shown in Fig. 1b) that involves repair, recycle, for achieving the 4R goals. On the basis of these materials principles,
replacement, and reduction (4R) t",Figure 1,,Figure 1,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,abstract,finding,"Using infrared reflection−absorption spectroscopy and atomic force
microscopy, we revealed that polymer−substrate interactions, chain length, and film
thickness critically influenced the morphology and orientation of lamellar crystals of
poly(L-lactide) (PLLA) grown at a constant temperature. In contrast to the often-
observed monotonic change from preferentially flat-on to edge-on crystals upon
increasing film thickness, an unprecedented nonmonotonic change in the dominating
orientation of lame",abstract section,1,abstract,high,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,conclusion,measurement,"is consistent length.
w
4977 https://doi.org/10.1021/acs.macromol.6c00397
Macromolecules2026,59,4970−4981
Macromolecules pubs.acs.org/Macromolecules Article
Figure7.AFMheightimagesofthePLLAadsorbedlayeronSiO−Sisubstrateaftercrystallizationat110°Cfor12h.PLLAabsorbedlayerwas
2
preparedbyannealingca.150nmthickfilmsat190°Cfor720minandwashinginagoodsolvent(CHCl).(a)39kg/mol,h =4.3nm;(b)71
3 ads
kg/mol,h = 5.9 nm;(c) 310 kg/mol,h = 12.4 nm; (d)630 kg/mol,h = 17.9 nm.
ads ads ads
Figure8.(a)Themeltingp",conclusion section,end,conclusion,high,standard,TRUE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,excerpt,general,"chain confined in the plane of the substrate, progressively favored the formation of flat-on lamellar crystals. Intriguingly, in the thickestfilms, thehighmobility of chainsatthefree surface,preferentiallyalignedparallelto thesurface,causedan increaseinthe",line 23,1,progress,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,excerpt,interpretation,"films,a three-layermodelwasproposedbyWang et al.,where JinanDaigangBiomaterialCo.,Ltd.(China).Beforetheexperiments, these three layers differed in their glass transition temperature thepolymersweredissolvedinchloroformandprecipitatedinethanol",line 83,3,biomaterial,medium,standard,TRUE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,excerpt,general,"D. F.; Zhang, Y. X.; Dang, Z. M. Recent Progress and Future Curvature. Macromolecules2006, 39,4272−4275. Prospects on All-Organic Polymer Dielectrics for Energy Storage (33) Maillard, D.; Prud’homme, R. E. Crystallization of Ultrathin",line 617,16,progress,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,figure_caption,measurement,"AFMheightimagesshowingtheinfluenceofinitialPLLAfilmthicknessonthecrystallinemorphologyoffilmscrystallizedat110°Cfor
12h.Thefilmsweredepositedongold-coatedsubstratesmodifiedwiththiolderivateshavinghydroxylendgroups(W/W =1.22).Resultsfortwo
a c
polymersdifferinginmolecularweight M areshown: (a) M = 71",Figure 1,,Figure 1,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,figure_caption,measurement,"underlying nucleation and growth mechanisms were quite
In a previous study on crystallization of spin coated thin differentfromthoseinZoneII,whichcanbeattributedtothe
films of poly(bisphenol A hexane ether) of increasing decreasing influence of size confinement. In fact, molecular
thickness, a monot",Figure 1,,Figure 1,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,figure_caption,measurement,"AFMheightimagesshowingtheevolutionofthemorphologyofcrystallinestructuresemerginginamorphousPLLAfilmsof150nm
duringcrystallizationat110°Cfordifferenttimes.Thefilmsweredepositedonhydroxyl-modifiedgold-coatedsubstrates(W/W =1.22).(a)M
a c w
=71kg/mol,(b)M =630kg/mol,and(c)M =2100kg/molwithaninsetofthec",Figure 4,,Figure 4,medium,standard,FALSE
P285,Nonmonotonic Variation of the Preferential Orientation of Lamellar,P285_unidentified.pdf,2026,medium,good,figure_caption,measurement,"AFMheightimagesoffilmsofPLLAwithM =2100kg/molaftercrystallizationat110°Cfor90min.Thefilmsweredepositedon
w
modifiedgold-coated substrateswith varying polymer−substrate interactionstrengths: (a) W/W = 0.85,(b) W/W =1.06, and (c) W/W =
a c a c a c
1.22. (d) Ratio of the area A to the sum of the areas ",Figure 6,,Figure 6,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,abstract,method,"TheMichaeladditionreactionisaversatilesyntheticmethodologyfortheefficientcouplingofelectronpoorolefinswithavast
array of nucleophiles. This review outlines the role of the Michael addition reaction in polymer synthesis with attention to
applicationsinemergingtechnologiesincludingbiomedical,pharmaceutical,optoelectronic,composites,adhesives,andcoatings.
Polymerarchitectures,whichbroadlyrangefromlinearthermoplasticstohyperbranchedpolymersandnetworksareachievable.
TheversatilityoftheMichaelreaction",abstract section,1,abstract,high,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,excerpt,general,"array of nucleophiles. This review outlines the role of the Michael addition reaction in polymer synthesis with attention to applicationsinemergingtechnologiesincludingbiomedical,pharmaceutical,optoelectronic,composites,adhesives,andcoatings.",line 11,1,review,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,excerpt,general,"oftheMichaeladditioninmanybiologicalapplicationssuchasgenedelivery,polymerdrugconjugates,andtissuescaffoldsis discussedinrelationtomacromolecularstructure.",line 16,1,scaffold,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,excerpt,general,Keywords:Michaeladdition;Conjugateaddition;Genetransfection;Drugdelivery;Tissuescaffolds;Acetoacetates;Acrylates;Bioconjugates; Cysteine,line 19,1,scaffold,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,figure_caption,measurement,"(a)ArthurMichael(1855–1942),whodiscoveredtheMichaeladditionreaction.(b)SchematicdepictionoftheMichaeladditionreaction.
theadditionofenolatenucleophilestoactivatedolefins, of only a few examples, namely the carbon–carbon
a wide range of functional groups possess sufficient bond forming Michael additi",Figure 1,,Figure 1,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,figure_caption,measurement,"SecondMichaeladditionofacetoacetategrouptomethylacrylate.
Eq. (5), there is a pseudo first-order dependence on these solvents. Initially, protic solvents were desirable
acrylateconcentration,wherek isafunctionofbase inthecarbon-Michaelreactiontopromoterapidproton
obs
concentration. transfer and to s",Figure 3,,Figure 3,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,figure_caption,measurement,"Lewis-acidcatalyzedMichaeladditionreaction.
ethers.Stericsarealsoanimportantfactor.Thelargerthe of TiCl (Fig. 6) [29]. In the area of enantioselective
4
groupssubstitutedattheaandbpositions,theslowerthe carbon-Michaeladditions,thereaderisdirectedtotwo
reactionrate,althoughthiscanbeoffsetbystrongerpo",Figure 5,,Figure 5,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,figure_caption,measurement,"PhosphinecatalyzedMichaeladditionreaction.
secondadditionaffectstheobservedkinetics,especially Acid catalyzed aza-Michael additions have also
as the concentration of the secondary amine increases. been studied extensively. Spencer and coworkershave
Anexampleisthereactionofmethylaminewithethyl determ",Figure 7,,Figure 7,medium,standard,FALSE
P333,Prog.Polym.Sci.31(2006)487–531,P333_unidentified.pdf,2006,medium,good,figure_caption,measurement,"Aza-Michaeladditionofmethylaminetotwoequivalentsofethylacrylate.
494 B.D.Matheretal./Prog.Polym.Sci.31(2006)487–531",Figure 9,,Figure 9,medium,standard,FALSE
P334,OF ORGANIC CHEMISTRY,P334_unidentified.pdf,2011,medium,partial,conclusion,finding,"of widespread applications of thia-Michael
adducts.
Preeti Wadhwa obtained herBSc
(2011) and MSc (2013)degrees in
Organic Chemistry from
Kurukshetra University, India.She
was a gold medalist duringher
Anupreet Kharbanda obtained her B. Sc from
Bachelors. She is persuing her Ph.D
Delhi University, India.Later on, She is
from IndianInstitute of Technology,
pursuing her M.Sc from IndianInstitute of
Roorkee under the supervision of Dr
Technology, Roorkee. During her masters,
Anuj Sharma. Her present",conclusion section,end,conclusion,medium,standard,FALSE
P334,OF ORGANIC CHEMISTRY,P334_unidentified.pdf,2011,medium,partial,excerpt,general,"This manuscript has been accepted after peer review and appears as an Accepted Article online prior to editing, proofing, and formal publication",line 7,1,review,medium,standard,FALSE
P334,OF ORGANIC CHEMISTRY,P334_unidentified.pdf,2011,medium,partial,excerpt,general,"synthetic applications, there has not been any exclusive review organosulfur compounds.[12-13] The thia-Michael addition reaction on thia-Michael addition reaction. Therefore, this feature article is a robust, highly efficient reaction that provides high functional",line 41,2,review,medium,standard,TRUE
P334,OF ORGANIC CHEMISTRY,P334_unidentified.pdf,2011,medium,partial,excerpt,general,"Therefore, it is desirable to review the progress of this reaction critically and find the areas where new developments can be",line 109,3,review,medium,standard,FALSE
P334,OF ORGANIC CHEMISTRY,P334_unidentified.pdf,2011,medium,partial,figure_caption,measurement,"C-S bonds are remarkably important functional units in organic
chemistry.[1] They are essential for the manufacture of a great
number of products or chemicals including pharmaceuticals,
bioactive natural products, pesticides, food additives, surfactants
and polymers which are an integral part of eve",Figure 1,,Figure 1,medium,standard,FALSE
P340,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1,P340_unidentified.pdf,2025,medium,good,abstract,general,"Sections
A non-faradaic junction (NFJ) is a connection between an ionic Introduction
conductor and an electronic conductor in which no electrochemical
Principles of non-faradaic
reaction takes place. The junction behaves like a capacitor and couples junction sensing
the ionic and electronic currents through chemistry, electricity and Characterization of junctions
by voltage steps
entropy. Its charge–voltage curve is sensitive to various environmental
signals, allowing it to function as a sensor;",abstract section,1,abstract,high,standard,FALSE
P340,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1,P340_unidentified.pdf,2025,medium,good,excerpt,general,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1 Review article Check for updates,line 1,1,review,medium,standard,FALSE
P340,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1,P340_unidentified.pdf,2025,medium,good,excerpt,general,Review article Check for updates Non-faradaic junction sensing,line 2,1,review,medium,standard,FALSE
P340,nature reviews materials https://doi.org/10.1038/s41578-024-00755-1,P340_unidentified.pdf,2025,medium,good,excerpt,general,A non-faradaic junction (NFJ) is a connection between an ionic Introduction conductor and an electronic conductor in which no electrochemical,line 6,1,ionic,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,abstract,method,"Inspiredbynaturalporousarchitectures,numerousattemptshavebeenmadetogenerateporous
structures.Owingtothesmoothsurfaces,highlyinterconnectedporousarchitectures,and
mathematicalcontrollablegeometryfeatures,triplyperiodicminimalsurface(TPMS)is
emergingasanoutstandingsolutiontoconstructingporousstructuresinrecentyears.However,
manyadvantagesofTPMSarenotfullyutilizedincurrentresearch.Criticalproblemsofthe
processfromdesign,manufacturingtoapplicationsneedfurthersystematicandintegrated
discussions.Inthi",abstract section,1,abstract,high,standard,TRUE
